SentenceID,sentence,source,IntervsIntra,implicit_vs_explicit,multiple_c_e,causal_marker,ExpTag,CauseEffect Answer,Model Answer CE,EXPorIMP,sentential_scope,Evaluation,Primary Error,EvalCE,EvalModelCM,EvalEXPorIMP,Evalsentential_scope,Model,Prompt style,Score,CauseEffect_is_list,Exact Match
6354,Those are the rent-seekers who enjoy the benefits of government policies.,fincausal.csv,Intrasentencial,implicit,No,,2b,"[('government policies', 'rent-seekers benefit')]","[('Those are the rent-seekers', 'enjoy the benefits of government policies')]",['implicit'],['intrasentential'],0,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
7784,The man removed his coat. He entered the house.,copa,Intersentential,implicit,No,,2d,"[('He entered the house', 'The man removed his coat')]","[('The man removed his coat', 'He entered the house')]",['implicit'],['intersentential'],0,Switch Cause and Effect,0,incorrect,correct,incorrect,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
1657,The parasite that causes malaria (Plasmodium spp.) infects red blood cells.,CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'causes']",2a,"[('parasite', 'malaria')]","[('The parasite that causes malaria (Plasmodium spp.)', 'infects red blood cells')]",['explicit'],['intrasentential'],0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
5697,"Along with reduced volume , analysts said the nation 's fifth largest steelmaker was hurt by holding higher-cost inventory when raw material costs of such key products as nickel dropped .",ECI-B_CTB_EN.csv,Intrasentencial,implicit,No,,2b,"[(""the nation's fifth largest steelmaker was holding higher-cost inventory when raw material costs of such key products as nickel dropped"", ""the nation's fifth largest steelmaker was hurt"")]","[('reduced volume', ""the nation 's fifth largest steelmaker was hurt""), ('holding higher-cost inventory', ""the nation 's fifth largest steelmaker was hurt""), ('raw material costs of such key products as nickel dropped', ""the nation 's fifth largest steelmaker was hurt"")]","['implicit', 'implicit', 'implicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.5,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
4951,"This is worth your money because it won't matter how successful you are if you don't have a competent patent lawyer protecting your money, or if your taxes aren't filed properly and you end up having to paying fines.",fincausal.csv,intrasentencial,explicit,Yes,['because'],2e,"[('not having a competent patent lawyer', 'risk of losing money'), ('taxes not filed properly', 'risk of paying fines')]","[('having a competent patent lawyer protecting your money', ""it won't matter how successful you are""), (""your taxes aren't filed properly"", 'you end up having to paying fines')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.5,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
3675,"You and 12,000 other individuals who regularly support the research programs of the Institute deal in these media when you make a gift, and everyone at the Institute thanks you for keeping Dr. That mission is the identification and investigation of vitamins and food constituents that promote health and reduce suffering caused by disease.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused']",2a,"[('disease', 'suffering')]","[('You and 12,000 other individuals who regularly support the research programs of the Institute deal in these media when you make a gift', 'everyone at the Institute thanks you'), ('You and 12,000 other individuals who regularly support the research programs of the Institute deal in these media when you make a gift', 'keeping Dr.')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Hallucination of totally new sentence,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
7045,"Similar to scenario 7, A nation introduced a universal basic income (UBI) policy, and subsequently, there was a notable increase in small business startups. Around the same time, the country experienced a significant advancement in digital technology infrastructure.",causalnet.csv,Intersentencial,implicit,Yes,,2h,"[('introduction of a ubi policy', 'increase in small business startups.'), ('introduction of a ubi policy', 'significant advancement in digital technology infrastructure.')]","[('A nation introduced a universal basic income (UBI) policy', 'there was a notable increase in small business startups')]",['implicit'],['intersentential'],0.5,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
5445,"Given that the probability of obtaining a high salary is lower (35%) for those who like spicy food compared to those who don't (52%), it indicates that liking spicy food does not increase the chance of a high salary.",CausalBench_Text_Part.csv,Intrasentencial,implicit,No,,2b,"[('likes spicy food', 'high salary probability does not increase')]","[(""probability of obtaining a high salary is lower (35%) for those who like spicy food compared to those who don't (52%)"", 'liking spicy food does not increase the chance of a high salary')]",['implicit'],['intrasentential'],0,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
3596,"Check out past yahoo! Iv tylenol fda approved May cause drowsiness.This combination medication is used to temporarily treat symptoms caused by the common cold, flu, allergies, or other breathing illnesses (such as sinusitis, bronchitis).",CauseNet-cause.csv,Intrasentencial,explicit,Yes,"['cause', 'caused']",2e,"[('allergies', 'symptoms'), ('flu', 'symptoms'), ('common_cold', 'symptoms'), ('breathing_illnesses', 'symptoms')]","[('May cause drowsiness', 'This combination medication is used to temporarily treat symptoms')]",['explicit'],['intrasentential'],0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
1924,"We may need to send returned items back to the original manufacturer to help determine if the problem was caused by abuse or mishandling (i.e. cameras blown by wrong voltage, batteries connected backwards, etc.).",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused']",2a,"[('abuse', 'problem')]","[('problem was caused by abuse or mishandling', 'cameras blown by wrong voltage'), ('problem was caused by abuse or mishandling', 'batteries connected backwards')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
1686,"He would have testified that G.F. became severely hypotensive in a very short period of time, and that the likely cause of his death was an arrhythmia combined with severe hypotension.",CauseNet-cause.csv,Intrasentencial,explicit,No,['cause'],2a,"[('arrhythmia', 'death')]","[('G.F. became severely hypotensive in a very short period of time', 'the likely cause of his death was an arrhythmia combined with severe hypotension')]",['explicit'],['intrasentential'],0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
1654,"Decades after the link between asbestos exposure and lung disease has been conclusively demonstrated, S. 758 and H.R. 1283 would create an ultra-strict burden of proof for establishing that asbestos-induced lung cancer or other diseases were caused by asbestos exposure.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused', 'induce', 'induced']",2a,"[('asbestos_exposure', 'diseases')]","[('link between asbestos exposure and lung disease has been conclusively demonstrated', 'S. 758 and H.R. 1283 would create an ultra-strict burden of proof')]",['explicit'],['intrasentential'],0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
6271,"Corez was getting real frustrated and brought a chair in at one point, but the ref took that away and the slight distraction allowed Torres to spear Corez to the mat and pummel him with punches.",coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,implicit,No,,2b,"[('slight distraction', 'torres speared corez and pummeled him')]","[('Corez was getting real frustrated and brought a chair in at one point', 'Torres to spear Corez to the mat and pummel him with punches'), ('the ref took that away', ''), ('the ref took that away', '')]","['implicit', 'implicit', 'implicit']","['intrasentential', 'intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
459,"In other words, because SSRIs and similar drugs (e.g., Effexor) have withdrawal symptoms that sometimes lead to depression, it looks like they are effective in preventing depression because people often get worse shortly after stopping their medication.",CauseNet-noncause.csv,Intrasentencial,explicit,No,"['cause', 'effect', 'lead to', 'because']",2a,"[('withdrawal_symptoms', 'depression')]","[('SSRIs and similar drugs (e.g., Effexor) have withdrawal symptoms', 'sometimes lead to depression'), ('people often get worse shortly after stopping their medication', 'it looks like they are effective in preventing depression')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.5,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
1722,"v. Telford Justices, Ex parte Badhan [1991] 2 Q.B. 78, where the Divisional Court prohibited the magistrates from further hearing committal proceedings on the ground that, by reason of the prejudice caused by delay, to proceed against the accused would amount to an abuse of process.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused']",2a,"[('delay', 'prejudice')]","[('prejudice caused by delay', 'prohibited the magistrates from further hearing committal proceedings'), ('prejudice caused by delay', 'to proceed against the accused would amount to an abuse of process')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
6317,"Decades of frustration and anger at this policy, which contributed greatly to the impoverishment of the Mi'kmaq People, gave way to hope when Donald Marshall - himself a victim of systemic racism in the justice system - successfully challenged the government, by fishing out of season.",coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,implicit,No,,2b,"[('decades of frustration and anger at this policy', ""impoverishment of the mi'kmaq people"")]","[(""Decades of frustration and anger at this policy, which contributed greatly to the impoverishment of the Mi'kmaq People"", 'gave way to hope')]",['implicit'],['intrasentential'],0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
5122,"This happens because revenue erosion is faster than cost reductions, showing that stabilizing revenues is critical for the bank to improve its financial profile.",fincausal.csv,intrasentencial,explicit,Yes,['because'],2e,"[('revenue erosion is faster than cost reductions', 'weakens the bank‚Äôs financial profile'), ('stabilizing revenues', 'improves the bank‚Äôs financial profile')]","[('revenue erosion is faster than cost reductions', 'stabilizing revenues is critical for the bank to improve its financial profile')]",['explicit'],['intrasentential'],0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
4840,"The World Bank official is calling for a shake-up of the G20 debt relief scheme, as it has failed to produce any results in providing debt relief to the world's poorest countries. The common framework designed to simplify debt restructuring has not delivered any new money after four years, leading to high repayments that entrench poverty in many countries.",causalprobe.csv,intrasentencial,explicit,Yes,"['results in', 'leading to']",2e,"[('failure of g20 debt relief scheme', 'no debt relief for poorest countries'), ('inefficiency of common framework', 'no new money delivered after four years'), ('lack of debt restructuring', 'high repayments'), ('high repayments', 'entrenched poverty in many countries'), ('call by world bank official', 'push for reform of debt relief scheme')]","[(""it has failed to produce any results in providing debt relief to the world's poorest countries"", 'a shake-up of the G20 debt relief scheme'), ('The common framework designed to simplify debt restructuring has not delivered any new money after four years', 'high repayments'), ('high repayments', 'entrench poverty in many countries')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.67,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
