S/N,sentence,source,IntervsIntra,CauseEffect,implicit_vs_explicit,multiple_c_e,causal_marker,ExpTag,CE,ModelCM,EXPorIMP,sentential_scope,EvalCE,EvalModelCM,EvalEXPorIMP,Evalsentential_scope
4230,"Given that every camper lights a match, the probability of forest fire remains 53%. However, compared to a hypothetical scenario where campers might not light a match (where the forest fire probability is 87%), it shows a decrease but does not impact the overall assertion because all campers do indeed light a match.",CausalBench_Text_Part.csv,intrasentencial,"[('camper lights a match', 'probability of forest fire remains 53%'), ('campers might not light a match', 'forest fire probability is 87%')]",explicit,Yes,['because'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
4184,"Here, the question proposes whether a cause (attractive appearance) leads directly to an effect (increased talent). Given that the original scenario clarifies that appearance and talent individually influence fame and not each other, the attractiveness does not directly improve talent.",CausalBench_Text_Part.csv,intrasentencial,"[('attractive appearance', 'increased talent'), ('talent', 'fame'), ('attractive appearance', 'fame')]",explicit,Yes,['cause'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
3280,"TORT REFORM BILL TO LIMIT PRODUCT LIABILITY - On Mar. 10, the U.S. House of Representatives approved GOP-sponsored legislation to limit the amount of damages consumers can collect for injuries caused by defective products and medical malpractice.",CauseNet-cause.csv,Intrasentencial,"[('defective_products', 'injuries'), ('medical_malpractice', 'injuries')]",explicit,Yes,"['cause', 'caused']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
326,Faith results in works.,CauseNet-noncause.csv,Intrasentencial,"[('faith', 'works')]",explicit,No,['results in'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
6292,"Once finished, Moria reached into his coat and produced a small bag of herbs, a vial of oils, as well as a single candle.",coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,"[('moria effect: produced items', 'produced items')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
4342,"Given that both the husband's and the wife's setting of the alarm can cause it to ring, the situation where the alarm rings likely aligns with at least one of them setting it. However, the direct causal relationship from the husband to the wife in setting the alarm makes it more probable that the husband indeed set the alarm if it rings.",CausalBench_Text_Part.csv,intrasentencial,"[('husband sets alarm', 'wife sets alarm'), ('husband sets alarm', 'alarm rings'), ('wife sets alarm', 'alarm rings')]",explicit,Yes,['cause'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
6082,"In one place the sea had a sweep fifteen feet of the were upturned, and a big <e1>pile</e1> of human <e2>bones</e2> was exhumed.",Semeval2010Task8.csv,Intrasentencial,"[('the sea had a sweep', 'a big pile of human bones were exhumed')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
1900,(Illustration by GGS Inc.)] An enlarged prostate can cause urinary problems due to its location around the male urethra (A).,CauseNet-cause.csv,Intrasentencial,"[('enlarged_prostate', 'urinary_problems')]",explicit,No,"['cause', 'due to']",2a,"[('An enlarged prostate', 'urinary problems')]",,['explicit'],['intrasentential'],0.5,incorrect,correct,correct
442,The injury resulted in a permanent handicap and Webb was declared unfit for combat duty.,CauseNet-noncause.csv,Intrasentencial,"[('injury', 'permanent_handicap')]",explicit,No,['resulted in'],2a,"[('the injury', 'a permanent handicap')]",,['explicit'],['intrasentential'],0.5,incorrect,correct,correct
4750,"Myanmar's military and an alliance of armed ethnic minority groups have agreed to a ceasefire mediated by China after months of conflict that has resulted in hundreds of casualties and displaced over half a million people. The ceasefire comes after the alliance launched an offensive against the junta, seizing key towns and border hubs in Myanmar's northern Shan state.",causalprobe.csv,intrasentencial,"[('months of conflict between myanmar’s military and ethnic minority groups', 'hundreds of casualties and displacement of over half a million people'), ('offensive by the ethnic alliance against the junta', 'seizure of key towns and border hubs in northern shan state'), ('mediation efforts by china', 'ceasefire agreement between the military and ethnic alliance')]",explicit,Yes,['resulted in'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
8228,The girl pinched her nose. The baby soiled her diaper.,copa,Intersentential,"[(The baby soiled her diaper.), (The girl pinched her nose.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
4256,"This shifts the focus to the effect (child's intelligence) and queries the probable causes. The negative response suggests that observing high intelligence in a child does not necessarily imply it's more likely due to the parents' intelligence over their social status, indicating other factors like social status and unobserved variables also significantly impact the child's intelligence.",CausalBench_Text_Part.csv,intrasentencial,"[('parent’s intelligence', 'child’s intelligence'), ('parent’s social status', 'child’s intelligence')]",explicit,Yes,"['causes', 'due to']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
2866,"Even before the mechanisms started to be understood, medical scientists knew that diet and other lifestyle factors caused most cancers.",CauseNet-cause.csv,Intrasentencial,"[('diet', 'cancers'), ('lifestyle_factors', 'cancers')]",explicit,Yes,"['cause', 'caused']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
5785,"Sheriff Deputy Ortiz , 35 , with LASD's Gang Enforcement Unit , was killed June 24 , 2005 outside an apartment in the 12000 block of East 223rd Street in Hawaiian Gardens while investigating a June 20 shooting in which Orozco was a suspect .",ECI-B_ESC_EN.csv,Intrasentencial,"[('sheriff deputy oriz was investigating a june 20 shooting in which orozco was a suspect', 'sheriff deputy oriz was killed')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
8012,I scrubbed the stain on the floor. I got rid of the stain.,copa,Intersentential,"[(I scrubbed the stain on the floor.), (I got rid of the stain.)]",implicit,No,,2d,"[('I scrubbed the stain on the floor.', 'I got rid of the stain.')]",,['implicit'],['intersentential'],0.0,incorrect,correct,incorrect
6334,They discuss the possibility of Susan investing in assets eligible for business property relief but discount that idea in view of Susan's attitude to risk.,fincausal.csv,Intrasentencial,"[(""susan's attitude to risk"", 'discounting investment idea')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
2739,Other problems are caused by circumstances and habits.,CauseNet-cause.csv,Intrasentencial,"[('habits', 'problems'), ('circumstances', 'problems')]",explicit,Yes,"['cause', 'caused']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
3444,"John now is recovering in the Walter Reed Army Hospital in Washington, D.C. On Thursday, he had his fourth surgery; the explosion caused damage that required partial amputation of both his right arm and left leg.",CauseNet-cause.csv,Intrasentencial,"[('explosion', 'damage')]",explicit,No,"['cause', 'caused']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
8529,The parents rushed to their child's bedroom. The child awoke screaming from a nightmare.,copa,Intersentential,"[(The child awoke screaming from a nightmare.), (The parents rushed to their child's bedroom.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
1669,"R. P. 45(b), which rule provides that ""the court for cause shown may at any time in its discretion"" extend the period of time in which a motion must be filed ""if the failure to act was the result of excusable neglect.""",CauseNet-cause.csv,Intrasentencial,"[('excusable_neglect', 'failure_to_act')]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
1132,"Contact with French fur traders, after 1667, caused the Menominee to extend their range west while hunting for fur.",coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,"[('contact with french fur traders', 'menominee to extend their range west')]",explicit,No,"['cause', 'caused']",2a,"[('Contact with French fur traders, after 1667', 'caused the Menominee to extend their range west while hunting for fur')]",,['explicit'],['intrasentential'],0.0,incorrect,correct,correct
3376,"this patient my have an undiagnosed neuromuscular disease which caused a fall resulting in head injury, or possibly a stroke that caused a fall with an undiagnosed early neuromuscular disease. >",CauseNet-cause.csv,Intrasentencial,"[('fall', 'head_injury'), ('stroke', 'fall'), ('fall', 'stroke')]",explicit,Yes,"['cause', 'caused', 'resulting']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
1210,"Although cases of RBF have been reported all over the world , the majority of cases that have been documented are caused by St. moniliformis primarily in the United States , where approximately 200 cases have been identified and reported .",medcaus.csv,Intrasentencial,"[('St. moniliformis primarily in the United States', 'the majority of cases that have been documented')]",explicit,No,"['cause', 'caused']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
3503,The combination of acetaminophen and dextromethorphan is used to treat cough and pain or fever caused by the common cold or flu.Take Motrin with food or milk to avoid stomach upset.Calcium Carbonate vs. Tylenol adverse effects I have tried many different.Learn how to safely find relief from uncomfortable pregnancy symptoms.,CauseNet-cause.csv,Intrasentencial,"[('common_cold', 'cough')]",explicit,No,"['cause', 'caused', 'effect', 'effects']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
6956,"1 dead , 2 hurt in Mich . office shooting ; police say suspect had worked there",ECI-B_ESC_EN.csv,Intrasentencial,"[(""suspect’s actions in the office shooting.'' "", ""1 dead''. ""), (""suspect’s actions in the office shootin''. "", ""2 hurt''."")]",implicit,Yes,,2f,,,[],[],0.0,incorrect,incorrect,incorrect
8479,The man's hat blew away. It was windy outside.,copa,Intersentential,"[(It was windy outside.), (The man's hat blew away.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
3130,"He further said, The National Institute on Drug Abuse and Addiction Research Center; the Statistical Abstracts of the U.S. Department of Commerce; the Consumer Product Safety Commission for the years 1984 to 1993 clearly point out: 545,000 deaths are caused by nicotine and nicotine-related lung cancer, emphysema; 156,000 deaths from alcohol and alcohol-related homicide, suicide and traffic fatalities; 51,000 for motor vehicles; 36,000 for firearms; 26,000 deaths for the street drugs, cocaine, marijuana, heroine, PCP, Ecstasy, LSD, etc. ; Painkillers rack up 900 deaths; 300 for Amphetamines; Barbiturates caused 200 deaths; Tranquilizers: 90; Antibiotics caused 80 deaths; Sedatives caused 50 deaths; and Anabolic/androgenic steroids caused zero (0), nada, zippo, zilch</font color>.",CauseNet-cause.csv,Intrasentencial,"[('suicide', 'deaths'), ('deaths', 'deaths'), ('emphysema', 'deaths'), ('nicotine', 'deaths'), ('traffic_fatalities', 'deaths'), ('sedatives', 'deaths')]",explicit,Yes,"['cause', 'caused']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
