sentence,source,id,sentence_count,negation_marker,causal_marker,implicit_vs_explicit,CE,multiple_c_e
"He rejects or qualifies a number of fundamental tenets of Aristotelian physics, for instance that movement is the cause of heat, that a movement is always caused by another movement, that elements can be transformed into one another, that each has its own proper qualities (heat and dryness for fire, heat and humidity for air, etc.), that there are pure elements, that the combination of heat and humidity is a sufficient condition for the generation of life, and so forth.",CauseNet-cause.csv,,2,[],"['cause', 'caused']",explicit,"[('movement', 'movement'), ('movement', 'heat')]",Yes
"""Pneumonia and influenza together are the fifth leading cause of death among the elderly in the U.S. Each year, 75,000 persons age 65 and older died of pneumonia and influenza,"" says Dr. In addition, one-third of adults hospitalized with pneumococcal pneumonia also develop blood stream infection.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('pneumonia', 'death'), ('influenza', 'death')]",Yes
"Thromboembolism and hemorrhage, as a whole, are the second most common cause of death after infection (Ambrus et al. 1975; Lip et al.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('hemorrhage', 'death'), ('thromboembolism', 'death')]",Yes
"(1) Notwithstanding any recognized ability to refuse to submit to the tests provided in s. 316.1932 or any recognized power to revoke the implied consent to such tests, if a law enforcement officer has probable cause to believe that a motor vehicle driven by or in the actual physical control of a person under the influence of alcoholic beverages, any chemical substances, or any controlled substances has caused the death or serious bodily injury of a human being, such person shall submit, upon the request of a law enforcement officer, to a test of the person's blood for the purpose of determining the alcoholic content thereof or the presence of chemical substances as set forth in s. 877.111 or any substance controlled under chapter 893.",CauseNet-cause.csv,,3,['believe'],"['cause', 'caused']",explicit,"[('motor_vehicle', 'death'), ('motor_vehicle', 'serious_bodily_injury'), ('controlled_substances', 'death')]",Yes
"For 30 years aspartame (AminoSweet,Equal,NutraSweet,Spoonful,Canderel,E951, Benevia, etc.) has caused sickness and death in 100 countries.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('aspartame', 'death'), ('aspartame', 'sickness')]",Yes
"Department of Transportation (U.S. DOT) Research and Special Programs Administration, Office of HazardousMaterials Initiatives and Training (DHM-50), Washington, D.C. G-143]**QC REVIEWED** Health: TOXIC; inhalation, ingestion or contact (skin, eyes) with vapors, dusts or substance may cause severe injury, burns, or death.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('ingestion', 'death'), ('substance', 'death'), ('contact', 'death'), ('inhalation', 'death'), ('substance', 'burns'), ('ingestion', 'severe_injury'), ('ingestion', 'burns'), ('contact', 'burns')]",Yes
"Yes, smoking cessation causes stress, anxiety, etc. but one who had suffered from mental illness knows the difference between just feeling sad or stressed out & having a clinical episode.",CauseNet-cause.csv,,2,[],['causes'],explicit,"[('smoking_cessation', 'anxiety'), ('smoking_cessation', 'stress')]",Yes
"The cause of his death was supposed to have been paralysis, from which he had suffered for several years, but investigation by Coroner F. P. Warner and Dr. H. C. Buell, the attending physician, shows that an overdose of morphine was the cause of death.",CauseNet-cause.csv,,2,[],"['cause', 'cause']",explicit,"[('paralysis', 'death'), ('overdose_of_morphine', 'death')]",Yes
"Crystal Star Colon Detox is a kit of three products, BWL-Tone I.B.S. caps, Herbal Laxa Caps, and Dr. The colon detox is said to eliminate the wastes associated with toxins backing up into the bloodstream, which may cause headaches, skin blemishes, bad breath, fatigue, and sluggish digestion.",CauseNet-cause.csv,,3,[],['cause'],explicit,"[('fatigue', 'headaches'), ('sluggish_digestion', 'headaches')]",Yes
"[Relatives mourn the death of five-month-old Gladys Zapeta, who died along with her grandfather and her aunt, after a landslide destroyed their home due to heavy rains in 'La Joyita' neighborhood of Guatemala City, Sunday Oct. (AP Photo/Rodrigo Abd)]AP - Central American authorities said on Sunday that at least 66 people had died in six days of heavy rains that caused landslides, floods and bridge failures throughout the region.",CauseNet-cause.csv,,2,[],"['due to', 'caused']",explicit,"[('heavy_rains', 'floods'), ('heavy_rains', 'landslides')]",Yes
"The method according to claim 11 wherein said patient is afflicted with a disorder caused by infection, rheumatoid arthritis, Lyme's arthritis, gout, sepsis syndrome, hyperthermia, ulcerative colitis, enterocolitis, osteoporosis, cytomegalovirus, periodontal disease, glomerulonephritis, chronic non-infectious inflammation of the lung, sarcoidosis, smoker's lung, granuloma formation, fibrosis of the liver, fibrosis of the lung, transplant rejection, graft vs. host disease, chronic myeloid leukemia, acute myeloid leukemia, neoplastic diseases, asthma bronchiale, type I insulin dependent diabetes mellitus, arteriosclerosis, atherosclerosis, psoriasis, chronic B lymphocyte leukaemia, common variable immunodeficiency, disseminated intravascular coagulation, systemic sclerosis, encephalomyelitis, lung inflammation, hyper IgE syndrome, cancer metastasis, cancer growth, adoptive immune therapy, acquired respiratory distress syndrome, sepsis, reperfusion syndrome, postsurgical inflammation, organ transplantation, or alopecia.",CauseNet-cause.csv,,2,['claim'],['caused'],explicit,"[('infection', 'disorder'), ('osteoporosis', 'disorder'), ('rheumatoid_arthritis', 'disorder')]",Yes
"Greene) the individuals whom we met believed that smoking causes lung cancer if by ""causation"" we mean any chain of events which leads finally to lung cancer and which involves smoking as an indispensable link. . . We found disagreement however as to the likely _mechanism_ by which smoking may cause lung cancer. . . Otherwise we found general acceptance of the view that the most likely means of causation is that tobacco smoke contains carcinogenic substances present in sufficient quantity to provide lung cancer when acting for a long time in a sensitive individual"" ""It is my conviction that nicotine is a very remarkable, beneficent drug that both helps the body to resist external stress and also can, as a result, show a pronounced tranquilizing effect.",CauseNet-cause.csv,,7,['believed'],"['causes', 'causation', 'cause', 'causation', 'as a result']",explicit,"[('smoking', 'lung_cancer'), ('chain_of_events', 'lung_cancer')]",Yes
"We need to give more emotional support to the patients, information about cancer, guidance in their treatment, awareness classes on diet, nutrition, etc. there by providing these through setting up of Resource center, the place for implementing the holistic care since cancer causes pain, distress, agony and despair attached with lot of stigma in the society.",CauseNet-cause.csv,,2,[],"['since', 'causes']",explicit,"[('cancer', 'pain'), ('cancer', 'distress'), ('cancer', 'agony')]",Yes
"The method according to claim 10 wherein said patient is afflicted with a disorder caused by infection, rheumatoid arthritis, Lyme's arthritis, gout, sepsis syndrome, hyperthermia, ulcerative colitis, enterocolitis, osteoporosis, cytomegalovirus, periodontal disease, glomerulonephritis, chronic non-infectious inflammation of the lung, sarcoidosis, smoker's lung, granuloma formation, fibrosis of the liver, fibrosis of the lung, transplant rejection, graft vs. host disease, chronic myeloid leukemia, acute myeloid leukemia, neoplastic diseases, asthma bronchiale, type I insulin dependent diabetes mellitus, arteriosclerosis, atherosclerosis, psoriasis, chronic B lymphocyte leukaemia, common variable immunodeficiency, disseminated intravascular coagulation, systemic sclerosis, encephalomyelitis, lung inflammation, hyper IgE syndrome, cancer metastasis, cancer growth, adoptive immune therapy, acquired respiratory distress syndrome, sepsis, reperfusion syndrome, postsurgical inflammation, organ transplantation, or alopecia.",CauseNet-cause.csv,,2,['claim'],['caused'],explicit,"[('infection', 'disorder'), ('osteoporosis', 'disorder'), ('rheumatoid_arthritis', 'disorder')]",Yes
"AND CANADA,"" 17th of April to 12th May 1958,"" by H. R. Bentley, D. G. I. Felton, and W. W. Reid, produced by B.A.T. Company, Ltd. 3 British-American Tobacco Co. scientists, after visiting the United States and discussing smoking research with 35 tobacco industry scientists and officials, write: ""With one exception (H.S.N. Greene), the individuals whom we met believed that smoking causes lung cancer if by 'causation' we mean any chain of events which leads finally to lung cancer and which involves smoking as an indispensable link.",CauseNet-cause.csv,,5,['believed'],"['causes', 'causation']",explicit,"[('smoking', 'lung_cancer'), ('chain_of_events', 'lung_cancer')]",Yes
"This general voluntary vehicle insurance can cover damages due to accidents (in the chasse, etc.), whether we cause the accident or an unknown person causes damages, natural disaster or fire, theft of the car or its parts, but the policy may be supplemented and can contain baggage, extras and accident insurance module, or even a car rental or assistance service.",CauseNet-cause.csv,,2,[],"['due to', 'cause', 'causes']",explicit,"[('accident', 'damages'), ('accident', 'fire')]",Yes
"According to Dr. Kimchi, ""Heart disease continues to be the leading cause of death and disability for men and women in the industrialized countries and throughout much of the world.""",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('heart_disease', 'death'), ('heart_disease', 'disability')]",Yes
"Development of such methods hinges on understanding host mechanisms that confer robust protection against influenza,"" said Dr. ""Despite the widespread use of vaccines, influenza causes significant morbidity and mortality throughout the world, and those with poor immune systems are particularly more susceptible -- such as very young, elderly or immunocompromised individuals.""",CauseNet-cause.csv,,2,[],['causes'],explicit,"[('influenza', 'mortality'), ('influenza', 'morbidity')]",Yes
"Smaller firms such as Globus Medical Inc. are expected to capture some market share too, as an aging Baby Boom population increases the need for minimally invasive treatments that work quickly to relieve back pain caused by arthritis or fractures.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('arthritis', 'back_pain'), ('fractures', 'back_pain')]",Yes
"Viruses (adenovirus, rotavirus, Norwalk virus, etc.), bacteria (Escherichia coli, Shigella, Salmonella, Vibrio cholera, Camplobacter jejuni, etc.), and parasites (amoebas, giardia, tapeworms, etc.) can all cause diarrhea.",CauseNet-cause.csv,,4,[],['cause'],explicit,"[('bacteria', 'diarrhea'), ('viruses', 'diarrhea'), ('parasites', 'diarrhea')]",Yes
"Guidelines for immunotherapy of antigen-specific defects with transfer factor; Wilson GB et al. ; Dialyzable leukocyte extracts (DLE) containing transfer factor (TF) with documented specificity for one or more microbial antigens have shown previously variable clinical effectiveness in treating many infectious diseases caused by viruses, fungi, protozoa and mycobacteria .",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('viruses', 'infectious_diseases'), ('fungi', 'infectious_diseases'), ('protozoa', 'infectious_diseases')]",Yes
"Just like D.D. Palmer stated that disease (subluxation) was caused by poisons, trauma and autointoxication, the Asian cause of disease simply states that disease is caused by internal (emotions), external (environment) or ""others"".",CauseNet-cause.csv,,2,[],"['caused', 'cause', 'caused']",explicit,"[('trauma', 'disease'), ('poisons', 'disease'), ('autointoxication', 'disease')]",Yes
"Tampa, Florida law firm, Contact Morgenstern & Herd, P.A. handles cases related to medical malpractice, auto accidents, motorcycle accidents, drunk driving accident injuries, wrongful death, injuries caused by defective products, cruise passenger injuries, Jones act, crewmember injuries, premises liability and slip and fall injuries, dog bites, and the like.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('defective_products', 'injuries'), ('slip', 'injuries'), ('premises_liability', 'injuries')]",Yes
"In this article, Dr. Wheeler has suggested that prostatitis may actually cause prostate cancer based on evidence supportive of inflammation leading to cancer consistent with a number of other organ cancers, the research of the American Association of Cancer Research, David Bostwick and others.",CauseNet-cause.csv,,2,[],"['cause', 'leading to']",explicit,"[('inflammation', 'cancer'), ('prostatitis', 'prostate_cancer')]",Yes
"Exempts from civil liability manufacturers, producers, packers, distributors, carriers, holders, sellers, marketers, and advertisers of food (as defined in 21 U.S.C. 321) or an association of one or more such entities for claims arising out of weight gain, obesity, a health condition associated with weight gain or obesity, or other generally known conditions allegedly caused or likely to result from the long-term consumption of food.",CauseNet-cause.csv,,2,['claims'],['caused'],explicit,"[('obesity', 'health_condition'), ('weight_gain', 'health_condition')]",Yes
"(2) EMERGENCY FINANCIAL ASSISTANCE- Notwithstanding section 508(b)(7) of the Federal Crop Insurance Act (7 U.S.C. 1508(b)(7)), the Secretary of Agriculture shall use such sums as are necessary of funds of the Commodity Credit Corporation to make emergency financial assistance authorized under this subsection available to producers on a farm other than producers of cottonseed or sugar cane that have incurred qualifying crop or quality losses for the 2003, 2004, or 2005 crop (as elected by a producer), but limited to only one of the crop years listed, due to damaging weather or related condition, as determined by the Secretary: Provided, That qualifying crop losses for the 2005 crop are limited to only those losses caused by a hurricane or tropical storm of the 2004 hurricane season in counties declared disaster areas by the President of the United States: Provided further, That notwithstanding the crop year election limitation in this paragraph, $53,000,000 shall be provided to the Secretary of Agriculture, of which $50,000,000 shall be for crop losses in the Commonwealth of Virginia, and of which $3,000,000 shall be for fruit and vegetable losses in the State of North Carolina: Provided further, That these losses resulted from hurricanes, tropical storms, and other weather related disasters that occurred during calendar year 2003, to remain available until expended.",CauseNet-cause.csv,,2,[],"['due to', 'caused']",explicit,"[('hurricanes', 'losses'), ('weather_related_disasters', 'losses'), ('tropical_storm', 'losses'), ('tropical_storms', 'losses')]",Yes
"With Alaska's injury-related death rates higher than in other parts of the country, improving trauma care is a priority for the department, said Dr. The Centers for Disease Control and Prevention reported in its most recent statistics that unintentional injuries - such as injuries caused by car accidents and drowning - were the fifth most common cause of death for U.S. residents of all ages.",CauseNet-cause.csv,,2,[],"['caused', 'cause']",explicit,"[('car_accidents', 'injuries'), ('unintentional_injuries', 'death')]",Yes
"Infection also commonly occurs on branches and stems through wounds caused by hail, insects, pruning or other types of physical injury (Chou and Mackenzie 1988, Peterson 1977, Swart and Wingfield 1991, Zwolinski et al. 1990b).",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('pruning', 'wounds'), ('insects', 'wounds')]",Yes
"Such negligence was the proximate cause of such fires and explosions and the injuries of which Plaintiffs complain. . . . (o) Defendant was negligent in delivering or causing to be delivered such Fertilizer, including the Fertilizer on the Grandcamp and High Flyer, so placed in paper bags to the railroad and other carriers over which it was shipped, without informing such carriers that it was dangerous, inflammatory, and explosive in character, and that it was dangerous to persons handling same and to the public.",CauseNet-cause.csv,,5,[],['cause'],explicit,"[('negligence', 'fires'), ('negligence', 'explosions')]",Yes
"The only way they can advance this argument is by outright denial of the international scientific consensus, most recently described in the Ontario Medical Association's ""The Duty to Protect: Eliminating Second-hand Smoke Exposure from Public Places and Workplaces in Ontario,"" published on Feb. 11 that second-hand smoke is a proven cause of lung cancer, heart disease and a variety of respiratory ailments, particularly in children.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('second-hand_smoke', 'lung_cancer'), ('second-hand_smoke', 'heart_disease')]",Yes
"yesterday with Dr. Paul Epstein of Harvard University's Center for Health and the Global Environment, titled ""From Snowstorms to Heat Waves, How Global Warming Causes Extreme Weather and Climate Instability.""",CauseNet-cause.csv,,2,[],['Causes'],explicit,"[('global_warming', 'extreme_weather'), ('global_warming', 'climate_instability')]",Yes
"Although the biological causes of fatigue are unknown, some scientists believe the widespread axonal (nerve fiber) damage associated with MS may also be the root cause of the fatigue reported by patients with MS. Maria Carmela Tartaglia, B.Sc., M.D., of Montreal Neurological Institute and Hospital, Quebec, and colleagues examined the relationship between nerve fiber damage in the brains of patients with MS and fatigue.",CauseNet-cause.csv,,2,['believe'],"['causes', 'cause']",explicit,"[('ms', 'damage'), ('damage', 'fatigue')]",Yes
"Confined to a wheelchair, the soldier who was gung-ho just two days after the awful events of September 11, 2001 to get Osama Bin Laden in Afghanistan after seeing his commander-in-chief exhort New York firefighters by saying, ""the people who knocked down these buildings will hear from all of us soon,"" was now telling everyone who would listen about the needless pain, death and destruction that war has caused, including the arduous everyday routines that Mr. Young has to undergo.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('war', 'death'), ('war', 'destruction')]",Yes
"Whether an injury or death is caused by a vehicular accident, faulty product, medical malpractice, or any other type of wrong, Mr. Barry is a trial lawyer who can help you achieve a just result.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('vehicular_accident', 'death'), ('vehicular_accident', 'injury')]",Yes
"According to the Center for Disease Control, food borne diseases cause nearly 76 million illnesses, 325,000 hospitalizations, and 5,000 deaths each year in the U. S. (1) Even with increased diligence in improving hygiene, food safety standards and overall cleanliness, major outbreaks of food borne illness are on the news, seemingly every other week.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('food_borne_diseases', 'illnesses'), ('food_borne_diseases', 'hospitalizations'), ('food_borne_diseases', 'deaths')]",Yes
"""It had been requested by Rep. Jack Metcalf, R-WA, who was prompted by concerns that experimental, unlicensed vaccines might have been used on troops heading for the Persian Gulf to protect them from anthrax, botulism, and other diseases -- and that it was these vaccines that caused the illnesses and symptoms referred to as Gulf War syndrome, from which so many veterans suffer. """,CauseNet-cause.csv,,2,[],['caused'],explicit,"[('vaccines', 'illnesses'), ('vaccines', 'symptoms')]",Yes
"Every one of us has some cancer cells in our body every day (due to errors in cell division, DNA damage caused by radiation, chemicals, viruses, genetic tendencies activated by bad diet or lifestyle, etc.), and our immune system is usually successful in destroying it, so a strong immune system, along with a very healthy (specific organic foods in certain balance for your MT) diet, specific supplements (at reduced dosages, unless there are symptoms that cancer is overwhelming your body, e.g., tumors, abnormal bleeding, or other standard cancer symptoms listed in Merck Manual or on ACS site), lifestyle, spirituality/attitude and environment, are keys to fighting cancer.",CauseNet-cause.csv,,2,[],"['due to', 'caused']",explicit,"[('radiation', 'dna_damage'), ('chemicals', 'dna_damage')]",Yes
"This is where we get down to the nitty gritty and start learning about the difference between problems caused by fungi, insects, mites, bacteria, etc. - and what to do about them.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('bacteria', 'problems'), ('insects', 'problems'), ('mites', 'problems'), ('fungi', 'problems')]",Yes
"5 mg/ day more on fluoride poisoning Julian Whitaker M.D. - ""By far the most common thyroid disorder is an underactive thyroid, or hypothyroidism, which causes the symptoms above as well as others.",CauseNet-cause.csv,,2,[],['causes'],explicit,"[('hypothyroidism', 'symptoms'), ('underactive_thyroid', 'symptoms')]",Yes
"Thus, knowledge of the detailed structure of ribosomes in eukaryotic cells may help in the development of remedies against diseases caused by protozoa (such as malaria, toxoplasmosis, sleeping sickness, etc.), fungi, viruses and bacteria.",CauseNet-cause.csv,,2,[],"['Thus', 'caused']",explicit,"[('bacteria', 'diseases'), ('viruses', 'diseases'), ('fungi', 'diseases'), ('protozoa', 'diseases')]",Yes
"In case of proper plant succession the productivity of all crops will improve and damages caused by diseases (stripe disease of barley, etc.), pests (potato cyst nematode, etc.) and weeds (wild oats, etc.) as well as their spreading will be avoided.",CauseNet-cause.csv,,4,[],['caused'],explicit,"[('diseases', 'damages'), ('pests', 'damages')]",Yes
"I have had problems caused by antibiotics (for ear infections, sinus infections, oral surgery, post-surgical treatment, etc.), irritable bowel syndrome, low weight (always been underweight), bad root canals, (finally pulled out), surgeries for benign tumors, more medications, osteopenia, (for which I do weight-bearing exercises and yoga), and yeast, mold, and fungus issues, all overlapping with each other.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('medications', 'problems'), ('antibiotics', 'problems'), ('surgeries', 'problems'), ('osteopenia', 'problems'), ('low_weight', 'problems'), ('irritable_bowel_syndrome', 'problems')]",Yes
"Many people with urea-cycle disorders have learning disabilities such as dyslexia, which can cause spelling, reading and writing difficulties, Dr. Batshaw said.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('dyslexia', 'reading'), ('dyslexia', 'spelling'), ('dyslexia', 'writing_difficulties')]",Yes
"""Given that nearly 32 percent of children in the United States are categorized as overweight or obese, and motor vehicle crashes are the leading cause of death and injury for all children, we wanted to better understand how these two threats to children's health interact,"" lead author Dr. Mark Zonfrillo, an attending emergency physician at the Children's Hospital of Philadelphia, said in a hospital news release.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('motor_vehicle_crashes', 'death'), ('motor_vehicle_crashes', 'injury')]",Yes
"For the last five years, J.C. has represented Wyeth in claims that one of its drugs caused suicidal behavior and claims that the drug caused heart, liver, and kidney problems.",CauseNet-cause.csv,,2,"['claims', 'claims']","['caused', 'caused']",explicit,"[('drug', 'kidney_problems'), ('drug', 'liver')]",Yes
"Accompanied by a world-class team of surgeons, doctors, anesthesiologists, and other medical professionals, Dr. Bereczki focuses his career on providing his patients with state-of-the-art endoscopic procedures that help relieve the pain and disability caused by herniated discs, spinal stenosis, arthritis of the spine, and many other spinal conditions.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('spinal_stenosis', 'pain'), ('herniated_discs', 'pain'), ('spinal_conditions', 'pain'), ('arthritis_of_the_spine', 'pain')]",Yes
"According to Dr. Kimchi, ""Cardiovascular diseases continue to be the leading cause of death and disability in the developed countries and a major cause of human death in the other developing countries.",CauseNet-cause.csv,,2,[],"['cause', 'cause']",explicit,"[('cardiovascular_diseases', 'death'), ('cardiovascular_diseases', 'disability')]",Yes
"There are numerous health benefits include: the ability to remove nervous tension of headaches, migraines by acting as a tonic for the nervous system; relieves pain caused by sore muscles, rheumatism, backaches and etc.; disinfect scalp and skin possessing antiseptic and antifungal qualities; enhance blood circulation and assists in lowering blood pressure; and treats respiratory problems, i.e. colds, flu, sinus congestion and even tonsillitis.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('sore_muscles', 'pain'), ('rheumatism', 'pain'), ('backaches', 'pain')]",Yes
"These records are issued by doctors in case of death caused by disease, accident, suicide, homicide or other external factors (injuries in the result of operations provided by the law, injuries in the course of military actions and etc.).",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('accident', 'death'), ('disease', 'death'), ('suicide', 'death'), ('homicide', 'death'), ('external_factors', 'death')]",Yes
"We at Davis, Saperstein & Salomon, P.C. often use the services of accident reconstruction experts to demonstrate to a jury or insurance company that the accident was solely caused by the carelessness and negligence of the defendant.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('carelessness', 'accident'), ('negligence_of_the_defendant', 'accident')]",Yes
The disease has extirpated prairie dogs in some areas of North America (Fitzgerald 1993; Lechleitner et al. 1962) and often causes local extinctions and population reductions followed by partial recovery (Cully et al. 1997; Roach et al.,CauseNet-cause.csv,,3,[],['causes'],explicit,"[('disease', 'local_extinctions'), ('disease', 'population_reductions')]",Yes
"Rotavirus as an important cause of diarrhoea in a hospital for children in Dammam, Saudi Arabia; Huq MI et al. ; A major cause of morbidity and mortality among children in developing countries is acute diarrhoea and rotavirus, a reovirus-like agent, is found to be a leading causative agent .",CauseNet-cause.csv,,2,[],"['cause', 'cause']",explicit,"[('rotavirus', 'diarrhoea'), ('acute_diarrhoea', 'morbidity')]",Yes
"Valerian: Anxiety and stress, which can cause depression and insomnia, may be helped by this herb, says the prolific Dr. Sahelian in his book Kava: The Miracle Antianxiety Herb (St. In 101 Medicinal Herbs (Interweave), Steven Foster reports that ""Ten controlled clinical studies have been published on valerian...one of which suggests that valerian should be used for two to four weeks before daily mood and sleep patterns improve.""",CauseNet-cause.csv,,3,[],['cause'],explicit,"[('stress', 'depression'), ('stress', 'insomnia'), ('anxiety', 'insomnia'), ('anxiety', 'depression')]",Yes
"The users can get many choices of these knives To prevent accidents caused by exposed blades, some safety knives come with hidden blades A knife with spring-back mechanism will prevent injuries that are caused by exposed blades are the blades will retract as soon as it leaves the cutting surface The users may choose other varieties such as blunt-tipped safety blades, fixed guards and tape splitters etc. depending on the requirement.",CauseNet-cause.csv,,2,[],"['caused', 'caused']",explicit,"[('exposed_blades', 'injuries'), ('exposed_blades', 'accidents')]",Yes
"(b) any personal injury or property damage to any Customer employee, Customer Representative, any escorted person or other Customer designee arising out of such individual's activities related to the Services, unless such injury or property damage is caused solely by ProSpeed.net, Inc. gross negligence or willful misconduct; or (d) any other damage arising from the Customer Equipment or Customer's business (collectively, the ""Covered Claims"").",CauseNet-cause.csv,,2,['Claims'],['caused'],explicit,"[('willful_misconduct', 'injury'), ('gross_negligence', 'injury'), ('willful_misconduct', 'property_damage'), ('gross_negligence', 'property_damage')]",Yes
Damping-off is caused by Rhizoctonia solani and Pythium spp. in Queensland.,CauseNet-cause.csv,,2,[],['caused'],explicit,"[('rhizoctonia_solani', 'damping-off'), ('pythium_spp_.', 'damping-off')]",Yes
"November 28, 2009 -- Pago Pago, AS -- Monday, Nov. 30, is the final day for American Samoa residents to apply for disaster assistance and return a completed U.S. Small Business Administration (SBA) disaster loan application for damages or losses caused by the Sept. 29 earthquake, tsunami and flooding.",CauseNet-cause.csv,,3,[],['caused'],explicit,"[('flooding', 'damages'), ('tsunami', 'damages')]",Yes
"Created by Naturopathic physician Dr. Holly Lucille and ""Fit Over 40"" author Jon Benson, NaturaPause uncovers what Dr. Lucille calls ""the root causes"" behind the symptoms associated with perimenopause, menopause, andropause, rapid weight gain, functional erectile dysfunction and constant fatigue.",CauseNet-cause.csv,,3,[],['causes'],explicit,"[('menopause', 'symptoms'), ('perimenopause', 'symptoms'), ('andropause', 'symptoms')]",Yes
"Department of Agriculture (USDA) has designated 40 counties in Texas as primary natural disaster areas due to losses caused by drought, excessive heat, high winds and wildfires that occurred during the period of Jan. 1, 2011, and continuing.",CauseNet-cause.csv,,2,[],"['due to', 'caused']",explicit,"[('drought', 'losses'), ('high_winds', 'losses'), ('wildfires', 'losses')]",Yes
"I.E.S. burns waste from all over California and garbage from ships, planes and other sources, emitting toxic chemicals and metals which can cause cancer and other ill-health effects.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('toxic_chemicals', 'cancer'), ('metals', 'cancer')]",Yes
"In the opinion of Dr. Robert L. DuPont, an expert on substance abuse, without the use of drug testing to determine drug-induced impairment, school teachers and administrators even with special training would still miss more than 90% of impairment caused by drugs and alcohol.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('alcohol', 'impairment'), ('drugs', 'impairment')]",Yes
A prospective randomized trial; Dellinger EP et al. ; Infection is the leading cause of morbidity and mortality occurring more than 48 hours after penetrating abdominal injury .,CauseNet-cause.csv,,2,[],['cause'],explicit,"[('infection', 'mortality'), ('infection', 'morbidity')]",Yes
"Media reports that National Road No. 6 and No.67 have been flooded in some areas due to heavy rain and flash flooding, which have caused property damage and power outages.",CauseNet-cause.csv,,2,[],"['due to', 'caused']",explicit,"[('heavy_rain', 'power_outages'), ('flash_flooding', 'property_damage')]",Yes
"Trutech Inc. and Skunk Removal of Baldwin Florida is a full-service Skunk Removal Company that will assist you with problems caused by Skunks, Snakes, Squirrles, Raccoons, Birds, Fox, Skunks, Deer, Geese, Groundhogs, Opossums, Rabbits, Chipmunks and more.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('deer', 'problems'), ('geese', 'problems'), ('birds', 'problems'), ('raccoons', 'problems'), ('snakes', 'problems'), ('rabbits', 'problems'), ('skunks', 'problems'), ('groundhogs', 'problems'), ('chipmunks', 'problems')]",Yes
They concluded that vitamin D deficiency among the elderly is entirely preventable and recommended supplementation with calcium and 800 IU/day of vitamin D.[ Australian researchers have observed that vitamin D deficiency is also a major cause of osteoporosis and hip fractures among men.,CauseNet-cause.csv,,2,[],['cause'],explicit,"[('vitamin_d_deficiency', 'osteoporosis'), ('vitamin_d_deficiency', 'hip_fractures')]",Yes
"* Prozac, the preferred alternative to St. Johns Wort in the U.S., is known to cause nausea, anxiety, insomnia, diarrhea, dizziness, headaches, sexual dysfunction, and difficulty with concentration.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('prozac', 'dizziness'), ('prozac', 'sexual_dysfunction'), ('prozac', 'nausea'), ('prozac', 'anxiety'), ('prozac', 'insomnia'), ('prozac', 'headaches')]",Yes
"In COMPENDIUM OF PEPPER DISEASES, editors K.L. Pernezny, et al present description of diseases caused by infectious agents, bacteria, fungi, viruses, nematodes, and angiosperm.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('bacteria', 'diseases'), ('viruses', 'diseases'), ('fungi', 'diseases'), ('infectious_agents', 'diseases'), ('nematodes', 'diseases')]",Yes
"Sugars (found in cake, cookies, candy, milk sodas, juice, etc.) and starches (found in pretzels, potatoes, etc.) can cause tooth decay.",CauseNet-cause.csv,,3,[],['cause'],explicit,"[('sugars', 'tooth_decay'), ('starches', 'tooth_decay')]",Yes
"Over thirty years ago, Randle et al. (12, 13) demonstrated that FFAs compete with glucose for oxidation in isolated rat heart and diaphragmatic muscle preparations, and they speculated that increased fat oxidation may cause the insulin resistance associated with diabetes and obesity.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('obesity', 'insulin_resistance'), ('diabetes', 'insulin_resistance')]",Yes
